Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
537,0.076923077,1,0.256410256,0.128205128,0.064102564,0.987179487,0.012820513,0.041178,0.014221,0.05932,0.054113,3,3,1,2,0.140146,0.11101,0.01812,0.375291,460,515,668,970,978,978,1000,1000,417,569,854,691,714,718,951,1000,perturbed
538,0.153846154,1,0.243589744,0.102564103,0.012820513,1.025641026,0.038461538,0.039197,0.018768,0.030729,0.051257,1,4,2,1,0.063333,0.100728,0.015832,0.359058,615,659,996,902,977,977,1000,1000,355,581,804,517,655,663,880,1000,perturbed
539,0.141025641,1,0.243589744,0.115384615,0.064102564,1.025641026,0.012820513,0.004462,0.059166,0.042023,0.006846,3,4,3,2,0.131718,0.134212,0.065266,0.374994,74,418,953,89,974,974,1000,1000,147,599,842,265,742,745,943,994,perturbed
540,0.08974359,1,0.269230769,0.08974359,0.012820513,1.012820513,0.012820513,0.005531,0.003929,0.026509,0.034334,3,4,3,2,0.097673,0.099242,0.088599,0.400106,1,839,936,1,974,974,1000,1000,28,560,881,59,865,877,945,1000,perturbed
541,0.153846154,1,0.256410256,0.141025641,0.064102564,1.025641026,0.012820513,0.040587,0.008516,0.029517,0.058509,3,2,1,2,0.092154,0.088814,0.043482,0.364132,402,406,969,974,978,978,1000,1000,95,543,851,169,642,643,945,1000,perturbed
542,0.128205128,1,0.307692308,0.102564103,0.025641026,1.012820513,0.012820513,0.072231,0.030041,0.062808,0.043131,4,2,2,3,0.096463,0.134835,0.07487,0.405044,691,691,988,999,977,977,1000,1000,411,533,914,730,879,884,975,1000,perturbed
543,0.115384615,1,0.230769231,0.141025641,0.025641026,1,0.012820513,0.018539,0.049885,0.047947,0.023781,3,4,2,2,0.074014,0.130872,0.01472,0.401696,356,681,977,460,979,979,1000,1000,352,614,820,541,835,835,992,1000,perturbed
544,0.102564103,1,0.269230769,0.08974359,0.025641026,0.961538462,0.038461538,0.077116,0.036741,0.045026,0.027629,4,2,2,1,0.128359,0.070824,0.013285,0.430234,729,734,962,1000,973,973,1000,1000,420,486,852,740,935,941,985,1000,perturbed
545,0.102564103,1,0.243589744,0.064102564,0.038461538,1.025641026,0.012820513,0.022668,0.016019,0.078569,0.060905,4,5,1,3,0.0702,0.118229,0.063657,0.373369,384,572,940,583,978,978,1000,1000,535,589,844,887,590,809,598,1000,perturbed
546,0.076923077,1,0.269230769,0.128205128,0.025641026,1,0.025641026,0.053742,0.007205,0.084019,0.0284,4,2,2,1,0.117689,0.118944,0.086793,0.352516,716,793,835,958,977,977,1000,1000,540,568,866,948,593,598,868,1000,perturbed
547,0.08974359,1,0.256410256,0.08974359,0.064102564,1.038461538,0.064102564,0.078055,0.048201,0.036696,0.014358,2,1,2,1,0.09077,0.078854,0.022166,0.374067,476,500,732,1000,974,974,1000,1000,417,515,770,701,733,766,844,989,perturbed
548,0.141025641,1,0.256410256,0.141025641,0.064102564,1.038461538,0.025641026,0.073839,0.050035,0.071684,0.004402,2,4,2,1,0.096406,0.071664,0.053543,0.373521,412,412,951,1000,974,974,1000,1000,478,506,837,913,678,684,962,985,perturbed
549,0.128205128,1,0.230769231,0.115384615,0.064102564,1,0.025641026,0.023756,0.000725,0.02624,0.016762,1,1,3,3,0.066588,0.110722,0.017265,0.384396,423,439,902,950,978,978,1000,1000,42,596,799,86,780,785,959,996,perturbed
550,0.08974359,1,0.269230769,0.102564103,0.051282051,0.974358974,0.051282051,0.039135,0.024675,0.021601,0.02747,1,3,1,3,0.078712,0.073888,0.038628,0.421721,542,567,776,996,977,977,1000,1000,265,493,816,403,923,926,990,1000,perturbed
551,0.128205128,1,0.269230769,0.128205128,0.038461538,0.961538462,0.012820513,0.016607,0.045118,0.012721,0.018437,4,2,4,3,0.067702,0.127598,0.075141,0.375874,312,517,976,450,980,980,1000,1000,0,567,879,1,732,735,952,1000,perturbed
552,0.128205128,1,0.256410256,0.076923077,0.064102564,1.025641026,0.076923077,0.034435,0.021436,0.00461,0.037448,2,4,1,2,0.079583,0.124568,0.047259,0.375913,437,440,906,989,973,973,1000,1000,63,524,756,102,740,795,820,1000,perturbed
553,0.102564103,1,0.256410256,0.076923077,0.025641026,0.974358974,0.076923077,0.068452,0.009928,0.062394,0.051514,2,4,3,1,0.105022,0.113667,0.024494,0.413086,735,739,960,1000,978,978,1000,1000,468,529,756,837,902,919,954,1000,perturbed
554,0.102564103,1,0.307692308,0.102564103,0.051282051,1.025641026,0.076923077,0.080763,0.039209,0.017217,0.047005,3,3,1,3,0.070914,0.05926,0.079604,0.361761,529,535,896,1000,977,977,1000,1000,233,389,853,404,669,682,860,1000,perturbed
555,0.102564103,1,0.269230769,0.076923077,0.038461538,1.025641026,0.038461538,0.059117,0.050684,0.074187,0.011458,3,4,3,3,0.100424,0.057908,0.049967,0.410185,584,588,936,995,974,974,1000,1000,424,442,849,887,889,915,947,979,perturbed
556,0.153846154,1,0.256410256,0.064102564,0.038461538,1.012820513,0.076923077,0.033308,0.038718,0.07528,0.057415,4,4,4,3,0.104601,0.058886,0.071653,0.406292,473,495,995,875,974,974,1000,1000,429,446,754,911,785,916,793,1000,perturbed
557,0.128205128,1,0.230769231,0.115384615,0.051282051,1.025641026,0.076923077,0.026765,0.035122,0.061881,0.000312,1,3,2,1,0.109003,0.121438,0.014103,0.374712,474,494,954,933,978,978,1000,1000,500,552,709,942,653,735,942,875,perturbed
558,0.128205128,1,0.269230769,0.102564103,0.012820513,1,0.076923077,0.066925,0.051167,0.012298,0.059408,4,4,2,2,0.080328,0.077816,0.032264,0.425558,770,777,991,988,977,977,1000,1000,205,492,783,305,930,931,992,1000,perturbed
559,0.102564103,1,0.294871795,0.08974359,0.025641026,1.038461538,0.025641026,0.032845,0.013371,0.040703,0.059817,3,2,1,3,0.093237,0.071474,0.064845,0.364635,611,733,967,814,979,979,1000,1000,275,471,894,491,691,731,815,1000,perturbed
560,0.141025641,1,0.294871795,0.141025641,0.025641026,0.974358974,0.076923077,0.077312,0.02532,0.047436,0.020804,5,5,2,2,0.094351,0.127203,0.069938,0.404694,655,655,992,1000,973,973,1000,1000,447,491,824,832,841,841,993,1000,perturbed
561,0.08974359,1,0.269230769,0.064102564,0.064102564,0.974358974,0.025641026,0.042965,0.001665,0.01678,0.027991,3,4,1,3,0.105878,0.071393,0.015702,0.3959,470,498,730,975,978,978,1000,1000,21,496,863,46,726,893,735,999,perturbed
562,0.141025641,1,0.256410256,0.128205128,0.012820513,0.987179487,0.038461538,0.059611,0.006638,0.013551,0.038609,2,2,3,3,0.116169,0.086753,0.026164,0.402606,792,795,994,996,977,977,1000,1000,35,549,820,60,851,853,988,1000,perturbed
563,0.153846154,1,0.282051282,0.064102564,0.025641026,1.012820513,0.051282051,0.021327,0.02094,0.051186,0.02866,4,1,2,2,0.105268,0.093728,0.040002,0.381742,456,652,995,582,974,974,1000,1000,474,529,854,836,637,838,648,1000,perturbed
564,0.08974359,1,0.307692308,0.102564103,0.064102564,1.038461538,0.012820513,0.05486,0.060308,0.044402,0.027046,2,4,2,2,0.068414,0.109167,0.061625,0.414421,467,492,730,1000,974,974,1000,1000,259,522,911,448,908,912,987,1000,perturbed
565,0.102564103,1,0.294871795,0.128205128,0.051282051,0.987179487,0.025641026,0.062974,0.041507,0.05249,0.002896,4,5,1,2,0.068573,0.085008,0.022402,0.424222,520,527,894,994,978,978,1000,1000,381,503,894,678,913,914,995,999,perturbed
566,0.141025641,1,0.269230769,0.076923077,0.051282051,1.038461538,0.051282051,0.003354,0.033578,0.032921,0.020705,2,4,3,3,0.127821,0.096282,0.056896,0.393363,54,468,979,64,977,977,1000,1000,283,543,824,440,827,863,893,994,perturbed
567,0.128205128,1,0.243589744,0.08974359,0.038461538,1,0.012820513,0.06133,0.0113,0.078435,0.040977,3,4,3,1,0.08863,0.09547,0.018735,0.396861,541,542,976,996,979,979,1000,1000,467,574,839,789,855,870,937,1000,perturbed
568,0.08974359,1,0.230769231,0.076923077,0.038461538,0.987179487,0.038461538,0.047687,0.023742,0.029999,0.029623,2,2,3,2,0.122014,0.06723,0.026459,0.379396,592,596,939,997,973,973,1000,1000,197,525,778,335,761,814,834,1000,perturbed
569,0.08974359,1,0.230769231,0.141025641,0.012820513,1,0.038461538,0.007928,0.034577,0.024851,0.052798,3,5,2,2,0.064938,0.090931,0.031833,0.359172,4,790,935,5,978,978,1000,1000,290,594,780,400,623,623,927,1000,perturbed
570,0.115384615,1,0.294871795,0.08974359,0.051282051,1,0.025641026,0.012859,0.047829,0.007359,0.014656,3,5,3,1,0.130538,0.134568,0.038889,0.389241,203,526,934,320,977,977,1000,1000,0,547,896,0,811,833,907,1000,perturbed
571,0.153846154,1,0.269230769,0.102564103,0.025641026,0.987179487,0.064102564,0.021783,0.004477,0.072997,0.022137,2,2,4,3,0.088467,0.072758,0.022702,0.365672,523,648,995,730,974,974,1000,1000,463,496,801,884,698,712,877,995,perturbed
572,0.08974359,1,0.294871795,0.115384615,0.038461538,1.025641026,0.012820513,0.078405,0.012169,0.005816,0.015974,5,4,1,1,0.131624,0.095932,0.022311,0.361768,609,631,837,999,974,974,1000,1000,1,536,906,1,650,656,892,1000,perturbed
573,0.141025641,1,0.256410256,0.08974359,0.012820513,0.974358974,0.038461538,0.024397,0.048324,0.06417,0.003938,4,5,2,2,0.104071,0.075756,0.055331,0.429743,255,800,994,317,978,978,1000,1000,498,527,824,918,934,940,983,1000,perturbed
574,0.102564103,1,0.269230769,0.115384615,0.025641026,1.038461538,0.025641026,0.04239,0.053762,0.023957,0.05022,3,3,3,2,0.12359,0.119981,0.019473,0.354721,699,747,964,932,977,977,1000,1000,32,572,869,62,612,620,863,1000,perturbed
575,0.08974359,1,0.269230769,0.115384615,0.038461538,0.961538462,0.051282051,0.070532,0.005048,0.004211,0.013826,3,2,2,1,0.120295,0.080285,0.078645,0.375999,602,624,837,999,980,980,1000,1000,22,513,822,39,737,740,946,996,perturbed
576,0.076923077,1,0.256410256,0.141025641,0.064102564,1.038461538,0.076923077,0.00759,0.054016,0.034733,0.036467,4,4,2,3,0.134187,0.066894,0.02846,0.394731,81,517,664,100,973,973,1000,1000,382,470,754,703,805,806,987,1000,perturbed
577,0.153846154,1,0.294871795,0.128205128,0.051282051,1.025641026,0.064102564,0.034957,0.002458,0.076137,0.058396,4,2,2,2,0.127335,0.118537,0.045394,0.406432,443,457,991,904,978,978,1000,1000,509,519,846,969,866,867,990,1000,perturbed
578,0.128205128,1,0.282051282,0.141025641,0.038461538,0.987179487,0.076923077,0.051056,0.016713,0.037806,0.039909,3,5,1,2,0.142912,0.081976,0.087643,0.414953,522,523,976,986,977,977,1000,1000,398,471,808,724,871,871,996,1000,perturbed
579,0.08974359,1,0.294871795,0.115384615,0.064102564,0.974358974,0.064102564,0.025407,0.047347,0.079344,0.020277,1,2,1,3,0.095538,0.12322,0.056284,0.388839,468,496,732,979,975,975,1000,1000,503,509,844,978,805,809,966,988,perturbed
580,0.141025641,1,0.294871795,0.115384615,0.025641026,0.974358974,0.051282051,0.031186,0.061565,0.059998,0.048682,1,4,1,3,0.120663,0.131271,0.049021,0.362587,635,681,993,912,974,974,1000,1000,508,542,869,884,660,666,896,1000,perturbed
581,0.076923077,1,0.269230769,0.115384615,0.051282051,0.974358974,0.051282051,0.043514,0.028733,0.01528,0.025053,2,3,2,1,0.063399,0.127104,0.080218,0.399203,527,578,706,1000,978,978,1000,1000,167,551,822,251,849,852,976,1000,perturbed
582,0.128205128,1,0.230769231,0.115384615,0.025641026,1,0.064102564,0.014269,0.038626,0.004433,0.01107,1,4,1,3,0.117589,0.069388,0.016252,0.400784,313,700,988,405,977,977,1000,1000,54,522,730,85,852,863,980,984,perturbed
583,0.128205128,1,0.230769231,0.076923077,0.051282051,0.974358974,0.038461538,0.014691,0.026615,0.072755,0.060004,2,3,2,3,0.101068,0.135044,0.081376,0.381573,331,498,956,578,980,980,1000,1000,569,609,780,947,770,817,845,1000,perturbed
584,0.115384615,1,0.294871795,0.064102564,0.012820513,1,0.051282051,0.076341,0.039173,0.038764,0.014503,3,4,3,1,0.140324,0.065636,0.088918,0.366581,838,841,989,999,973,973,1000,1000,317,447,865,572,544,779,550,997,perturbed
585,0.141025641,1,0.230769231,0.08974359,0.064102564,0.974358974,0.012820513,0.035853,0.060053,0.049886,0.004238,4,2,2,3,0.063233,0.119004,0.087862,0.380918,386,400,952,907,978,978,1000,1000,364,604,822,573,755,799,872,955,perturbed
586,0.102564103,1,0.307692308,0.141025641,0.038461538,0.987179487,0.025641026,0.026099,0.010605,0.025399,0.008325,3,4,2,1,0.119449,0.124495,0.068953,0.360176,461,592,938,713,977,977,1000,1000,77,534,911,146,617,618,929,991,perturbed
587,0.128205128,1,0.307692308,0.115384615,0.038461538,1,0.064102564,0.046103,0.00551,0.030591,0.028113,2,5,2,2,0.091919,0.056912,0.029633,0.408511,534,535,975,997,974,974,1000,1000,323,385,864,643,876,878,989,1000,perturbed
588,0.115384615,1,0.282051282,0.08974359,0.051282051,1,0.038461538,0.029961,0.037334,0.026381,0.026611,3,4,4,3,0.107746,0.115758,0.028697,0.402527,454,524,933,810,974,974,1000,1000,177,555,872,271,875,887,949,1000,perturbed
589,0.08974359,1,0.282051282,0.064102564,0.051282051,0.987179487,0.038461538,0.056909,0.03288,0.020696,0.022074,1,2,3,2,0.116568,0.124766,0.040899,0.367901,553,582,777,1000,978,978,1000,1000,105,552,875,162,555,794,561,998,perturbed
590,0.08974359,1,0.243589744,0.064102564,0.038461538,0.987179487,0.051282051,0.074309,0.004802,0.066007,0.059929,3,2,3,2,0.138461,0.129166,0.012787,0.366196,610,630,842,1000,977,977,1000,1000,501,586,775,834,543,777,549,1000,perturbed
591,0.128205128,1,0.307692308,0.141025641,0.025641026,0.974358974,0.012820513,0.073506,0.043256,0.026901,0.037007,1,2,2,1,0.073396,0.069646,0.058559,0.428362,651,651,986,1000,979,979,1000,1000,66,446,908,129,914,914,997,1000,perturbed
592,0.076923077,1,0.294871795,0.08974359,0.025641026,0.974358974,0.025641026,0.031148,0.063625,0.056175,0.027393,3,5,1,1,0.070015,0.13114,0.043741,0.4099,531,744,835,722,973,973,1000,1000,410,543,897,712,889,903,957,1000,perturbed
593,0.153846154,1,0.307692308,0.08974359,0.064102564,0.987179487,0.038461538,0.011722,0.045907,0.076286,0.04561,3,3,3,3,0.142659,0.090907,0.037207,0.427106,226,397,970,394,978,978,1000,1000,470,492,898,899,930,936,981,1000,perturbed
594,0.115384615,1,0.307692308,0.076923077,0.051282051,0.987179487,0.012820513,0.032374,0.051133,0.05067,0.009446,2,3,3,3,0.130769,0.10605,0.020645,0.384248,516,528,934,975,977,977,1000,1000,249,523,915,432,775,829,852,983,perturbed
595,0.115384615,1,0.243589744,0.064102564,0.025641026,1.025641026,0.076923077,0.057897,0.012109,0.012494,0.055668,3,3,2,2,0.089742,0.086681,0.021202,0.424901,697,700,979,994,974,974,1000,1000,218,521,740,310,843,946,845,1000,perturbed
596,0.08974359,1,0.269230769,0.076923077,0.064102564,1,0.038461538,0.060111,0.047698,0.01765,0.044911,3,4,1,2,0.113633,0.119665,0.030324,0.373281,472,498,731,997,974,974,1000,1000,140,559,873,210,728,782,815,1000,perturbed
597,0.141025641,1,0.269230769,0.064102564,0.012820513,1.012820513,0.025641026,0.018802,0.061232,0.037534,0.00904,4,2,1,3,0.08409,0.104786,0.014902,0.415216,125,778,995,153,978,978,1000,1000,251,565,871,407,812,931,818,996,perturbed
598,0.102564103,1,0.256410256,0.141025641,0.064102564,1.038461538,0.012820513,0.036539,0.038337,0.013654,0.021401,1,1,2,2,0.132047,0.069006,0.034426,0.371617,455,460,881,995,977,977,1000,1000,5,502,848,11,680,680,959,1000,perturbed
599,0.128205128,1,0.307692308,0.128205128,0.064102564,1,0.064102564,0.080397,0.023821,0.040223,0.049606,4,3,2,2,0.109776,0.087801,0.02864,0.408677,445,446,904,1000,979,979,1000,1000,405,473,867,734,877,878,990,1000,perturbed
600,0.115384615,1,0.307692308,0.115384615,0.051282051,0.987179487,0.012820513,0.056121,0.045008,0.026884,0.028981,5,5,2,2,0.141541,0.10995,0.06696,0.360012,520,527,936,981,973,973,1000,1000,60,523,913,119,649,655,886,1000,perturbed
601,0.115384615,1,0.282051282,0.08974359,0.051282051,0.987179487,0.051282051,0.049203,0.059172,0.005059,0.012977,2,4,2,2,0.082244,0.123504,0.071921,0.423513,519,521,934,998,978,978,1000,1000,27,537,853,50,928,935,976,1000,perturbed
602,0.102564103,1,0.307692308,0.102564103,0.064102564,1.038461538,0.038461538,0.038297,0.041774,0.017153,0.047858,4,4,3,2,0.116995,0.057755,0.070257,0.411809,431,466,837,888,977,977,1000,1000,77,396,887,137,893,898,984,1000,perturbed
603,0.115384615,1,0.243589744,0.128205128,0.051282051,1.012820513,0.012820513,0.023283,0.015507,0.007388,0.046421,2,5,4,1,0.126166,0.089322,0.026986,0.358407,491,531,934,895,974,974,1000,1000,0,566,841,0,625,630,893,1000,perturbed
604,0.076923077,1,0.230769231,0.076923077,0.051282051,1.012820513,0.012820513,0.044314,0.050759,0.049621,0.008105,2,1,1,1,0.099098,0.124989,0.040311,0.363975,545,603,707,1000,974,974,1000,1000,355,608,824,562,681,746,777,992,perturbed
605,0.08974359,1,0.282051282,0.128205128,0.025641026,1,0.064102564,0.056271,0.000569,0.068604,0.003753,3,1,4,3,0.093586,0.131531,0.078196,0.365104,744,769,904,988,978,978,1000,1000,479,533,830,856,605,671,921,872,perturbed
606,0.115384615,1,0.307692308,0.141025641,0.012820513,1.025641026,0.025641026,0.070264,0.011578,0.067409,0.000585,5,3,2,2,0.093077,0.101138,0.074126,0.373944,805,813,988,987,977,977,1000,1000,472,522,910,845,696,698,963,988,perturbed
607,0.08974359,1,0.307692308,0.08974359,0.038461538,1.012820513,0.025641026,0.04377,0.027408,0.075533,0.004308,1,4,2,2,0.095781,0.115363,0.065362,0.405642,600,622,837,998,979,979,1000,1000,491,523,911,902,879,891,954,996,perturbed
608,0.076923077,1,0.294871795,0.08974359,0.025641026,1,0.012820513,0.024242,0.040681,0.057236,0.027596,1,4,3,1,0.115164,0.089572,0.057662,0.351337,636,788,837,841,973,973,1000,1000,310,511,903,543,607,647,749,1000,perturbed
609,0.08974359,1,0.282051282,0.08974359,0.051282051,1.012820513,0.051282051,0.04075,0.004695,0.03452,0.044268,2,4,1,3,0.072975,0.10409,0.045635,0.424138,541,570,772,998,978,978,1000,1000,384,525,853,628,926,933,976,1000,perturbed
610,0.141025641,1,0.243589744,0.102564103,0.025641026,0.987179487,0.025641026,0.042286,0.049296,0.070457,0.059202,4,1,4,2,0.096654,0.12051,0.070075,0.423771,630,646,995,953,977,977,1000,1000,432,591,833,723,928,929,992,1000,perturbed
611,0.076923077,1,0.230769231,0.141025641,0.038461538,1.012820513,0.051282051,0.081557,0.043108,0.02059,0.027267,1,4,3,1,0.084585,0.099059,0.024131,0.393219,592,637,756,1000,974,974,1000,1000,130,583,757,203,789,790,986,1000,perturbed
612,0.102564103,1,0.256410256,0.102564103,0.051282051,1,0.012820513,0.018338,0.007266,0.056724,0.026335,1,3,1,2,0.100802,0.08908,0.054047,0.387175,451,538,895,801,974,974,1000,1000,397,551,853,664,802,808,952,1000,perturbed
613,0.102564103,1,0.282051282,0.064102564,0.012820513,1.025641026,0.051282051,0.039892,0.055577,0.016709,0.002335,3,2,1,2,0.087652,0.126832,0.052588,0.35396,644,829,979,774,978,978,1000,1000,190,553,856,277,463,711,474,958,perturbed
614,0.08974359,1,0.256410256,0.128205128,0.025641026,0.974358974,0.064102564,0.067721,0.058511,0.082824,0.026909,4,4,3,3,0.107728,0.087274,0.086985,0.415782,733,738,960,994,977,977,1000,1000,505,533,768,936,893,893,993,1000,perturbed
615,0.153846154,1,0.282051282,0.08974359,0.064102564,1.025641026,0.025641026,0.081443,0.018296,0.060871,0.013294,2,3,2,3,0.094813,0.133504,0.08806,0.357291,410,410,972,1000,979,979,1000,1000,448,556,894,768,639,686,788,966,perturbed
616,0.153846154,1,0.269230769,0.064102564,0.038461538,1.025641026,0.064102564,0.079131,0.024214,0.046627,0.006805,4,3,3,3,0.073013,0.088335,0.024573,0.377031,473,473,995,1000,973,973,1000,1000,385,518,807,677,575,829,621,852,perturbed
617,0.076923077,1,0.243589744,0.076923077,0.012820513,0.974358974,0.038461538,0.061387,0.003357,0.030697,0.054447,4,2,4,2,0.119331,0.069782,0.057403,0.383754,794,860,892,952,978,978,1000,1000,218,528,803,346,788,838,850,1000,perturbed
618,0.141025641,1,0.282051282,0.141025641,0.064102564,0.961538462,0.038461538,0.033486,0.019751,0.014435,0.016863,2,4,3,2,0.099253,0.081364,0.089639,0.402449,404,407,952,985,979,979,1000,1000,41,493,871,74,832,832,992,1000,perturbed
619,0.076923077,1,0.307692308,0.08974359,0.025641026,1.012820513,0.076923077,0.026689,0.053857,0.079684,0.020418,4,4,3,2,0.110484,0.102178,0.035888,0.391292,428,775,834,542,974,974,1000,1000,453,466,853,938,820,841,914,1000,perturbed
620,0.08974359,1,0.269230769,0.102564103,0.051282051,0.987179487,0.076923077,0.069588,0.059691,0.067505,0.038185,2,3,2,1,0.089658,0.079053,0.074503,0.353423,551,577,773,1000,974,974,1000,1000,462,481,788,955,621,638,826,999,perturbed
621,0.102564103,1,0.243589744,0.141025641,0.025641026,0.974358974,0.051282051,0.032562,0.064735,0.039141,0.050738,2,3,1,2,0.092849,0.081465,0.08926,0.364847,702,740,962,942,978,978,1000,1000,440,546,775,717,644,645,947,1000,perturbed
622,0.102564103,1,0.269230769,0.076923077,0.012820513,1.038461538,0.038461538,0.05184,0.05124,0.04157,0.030642,3,2,2,1,0.0842,0.110817,0.068542,0.412764,762,815,976,937,977,977,1000,1000,435,567,856,678,904,921,951,1000,perturbed
623,0.141025641,1,0.243589744,0.102564103,0.025641026,0.961538462,0.051282051,0.066253,0.018134,0.040902,0.00089,2,2,2,2,0.131322,0.084597,0.072616,0.414835,670,670,992,1000,979,979,1000,1000,445,545,773,733,887,906,988,975,perturbed
624,0.08974359,1,0.307692308,0.115384615,0.025641026,0.974358974,0.076923077,0.06094,0.04732,0.070067,0.05266,5,5,3,2,0.126205,0.120582,0.016482,0.352632,755,777,908,983,973,973,1000,1000,452,479,856,890,613,621,852,1000,perturbed
625,0.153846154,1,0.243589744,0.128205128,0.038461538,1.012820513,0.038461538,0.04956,0.001648,0.005099,0.006362,5,2,4,3,0.089178,0.090301,0.075704,0.392758,491,493,993,983,978,978,1000,1000,3,562,800,5,784,804,976,966,perturbed
626,0.102564103,1,0.256410256,0.076923077,0.064102564,1.038461538,0.038461538,0.058307,0.054379,0.052182,0.021002,4,3,2,2,0.142862,0.080388,0.03257,0.351292,462,469,839,991,977,977,1000,1000,464,518,854,812,599,670,699,995,perturbed
627,0.08974359,1,0.243589744,0.064102564,0.025641026,1.038461538,0.076923077,0.037881,0.002303,0.081852,0.033887,2,2,1,2,0.085482,0.094471,0.083872,0.367365,725,750,910,982,974,974,1000,1000,503,528,740,988,553,777,558,1000,perturbed
628,0.141025641,1,0.243589744,0.102564103,0.064102564,0.961538462,0.025641026,0.040313,0.031815,0.07815,0.007809,3,2,3,2,0.070296,0.132903,0.062921,0.375681,404,410,952,970,974,974,1000,1000,489,586,829,824,745,756,916,989,perturbed
629,0.115384615,1,0.269230769,0.064102564,0.025641026,1,0.051282051,0.068377,0.034982,0.014301,0.045752,2,5,3,3,0.084474,0.133061,0.072006,0.370574,715,716,983,1000,978,978,1000,1000,71,558,826,117,573,801,583,1000,perturbed
630,0.102564103,1,0.256410256,0.076923077,0.038461538,1.012820513,0.076923077,0.057515,0.044437,0.023186,0.011188,1,2,3,1,0.068167,0.07946,0.045533,0.400167,574,577,936,1000,977,977,1000,1000,202,503,755,340,861,898,915,993,perturbed
631,0.08974359,1,0.230769231,0.141025641,0.051282051,0.961538462,0.051282051,0.061912,6.20E-05,0.063578,0.052762,2,3,3,3,0.139174,0.11321,0.087404,0.35698,550,578,777,1000,980,980,1000,1000,492,595,759,814,598,598,918,1000,perturbed
632,0.102564103,1,0.307692308,0.076923077,0.012820513,0.961538462,0.012820513,0.025596,0.045354,0.077252,0.011618,2,2,2,1,0.066857,0.070741,0.055093,0.407895,399,765,976,532,974,974,1000,1000,437,456,911,909,888,911,940,1000,perturbed
633,0.153846154,1,0.282051282,0.08974359,0.064102564,1.038461538,0.038461538,0.065646,0.03157,0.019033,0.023599,3,4,3,2,0.129053,0.102815,0.015126,0.416291,396,396,970,1000,978,978,1000,1000,90,532,872,144,911,920,969,1000,perturbed
634,0.102564103,1,0.307692308,0.064102564,0.025641026,1,0.051282051,0.023128,0.035029,0.010808,0.015555,2,3,3,3,0.074618,0.059623,0.042645,0.407215,560,694,964,778,977,977,1000,1000,41,409,879,79,784,921,796,988,perturbed
635,0.102564103,1,0.307692308,0.128205128,0.064102564,0.974358974,0.025641026,0.049882,0.015968,0.025825,0.029163,4,1,1,2,0.084048,0.092495,0.090844,0.427645,466,474,840,976,975,975,1000,1000,79,496,907,156,926,926,996,1000,perturbed
636,0.076923077,1,0.230769231,0.128205128,0.025641026,0.974358974,0.012820513,0.058886,0.009476,0.040817,0.033172,1,3,1,2,0.081024,0.106313,0.022804,0.387823,700,761,834,1000,974,974,1000,1000,246,594,825,384,782,783,971,1000,perturbed
637,0.08974359,1,0.230769231,0.128205128,0.064102564,1.038461538,0.051282051,0.048361,0.01149,0.016515,0.049083,2,3,2,3,0.068103,0.10873,0.041854,0.428087,464,485,730,1000,978,978,1000,1000,214,582,753,301,922,922,996,1000,perturbed
638,0.128205128,1,0.282051282,0.102564103,0.051282051,1.025641026,0.038461538,0.013657,0.038016,0.054586,0.000157,3,4,1,1,0.098661,0.107136,0.08775,0.404784,232,495,953,368,977,977,1000,1000,489,542,873,830,854,887,975,959,perturbed
639,0.141025641,1,0.230769231,0.115384615,0.038461538,0.961538462,0.038461538,0.049364,0.033119,0.033399,0.034273,3,5,2,1,0.106636,0.106443,0.090154,0.390392,500,501,990,985,980,980,1000,1000,382,603,781,566,801,803,970,1000,perturbed
