Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
519,0.051282051,1,0.217948718,0.128205128,0.025641026,0.051282051,0.038461538,0.0583,0.076362,0.058239,0.004458,4,2,2,2,0.085307,0.11675,0.089467,0.402201,55,804,55,954,1000,1000,1000,1000,537,612,749,868,846,851,987,990,perturbed
520,0.064102564,1,0.205128205,0.128205128,0.038461538,0.102564103,0.076923077,0.06986,0.120013,0.110405,0.049515,1,3,2,1,0.152744,0.102395,0.049171,0.355949,393,660,416,1000,999,999,1000,1000,500,578,622,999,612,617,881,1000,perturbed
521,0.115384615,1,0.230769231,0.064102564,0.038461538,0.115384615,0.076923077,0.048623,0.079221,0.034214,0.001154,1,1,4,2,0.139863,0.122321,0.073712,0.327569,568,569,971,997,999,999,1000,1000,295,566,713,476,294,568,311,820,perturbed
522,0.064102564,1,0.217948718,0.115384615,0.038461538,0.076923077,0.051282051,0.126888,0.104334,0.03991,0.013192,4,3,1,1,0.109596,0.118267,0.069411,0.366926,395,651,418,1000,999,999,1000,1000,462,606,709,721,678,686,912,989,perturbed
523,0.076923077,1,0.230769231,0.08974359,0.051282051,0.051282051,0.038461538,0.115275,0.126372,0.055205,0.006591,4,3,2,3,0.151258,0.157549,0.064448,0.327331,542,598,707,1000,999,999,1000,1000,522,606,785,839,392,514,576,758,perturbed
524,0.115384615,1,0.166666667,0.064102564,0.012820513,0.064102564,0.051282051,0.066411,0.107618,0.092933,0.027691,1,4,4,3,0.111928,0.153645,0.02032,0.403469,831,836,987,997,999,999,1000,1000,428,699,445,944,766,910,775,1000,perturbed
525,0.038461538,1,0.179487179,0.115384615,0.051282051,0.115384615,0.012820513,0.072146,0.074699,0.078525,0.034962,3,3,3,1,0.145995,0.154125,0.05145,0.386826,0,656,0,999,998,998,1000,1000,469,697,610,770,785,788,964,1000,perturbed
526,0.038461538,1,0.179487179,0.141025641,0.025641026,0.051282051,0.012820513,0.051703,0.091728,0.10054,0.05642,3,2,4,3,0.113179,0.153854,0.084946,0.331241,0,826,0,920,1000,1000,1000,1000,536,708,614,897,469,469,810,1000,perturbed
527,0.115384615,1,0.192307692,0.076923077,0.025641026,0.08974359,0.064102564,0.103405,0.118014,0.093624,0.04662,4,3,2,2,0.133719,0.083784,0.063186,0.393639,745,746,980,1000,999,999,1000,1000,519,624,614,995,838,875,891,1000,perturbed
528,0.038461538,1,0.179487179,0.141025641,0.051282051,0.051282051,0.025641026,0.107714,0.069553,0.048219,0.04022,4,1,2,1,0.14487,0.135566,0.065548,0.329289,0,648,0,1000,1000,1000,1000,1000,402,686,591,638,455,456,801,1000,perturbed
529,0.038461538,1,0.243589744,0.115384615,0.025641026,0.102564103,0.025641026,0.058036,0.093856,0.096766,0.048408,2,1,3,3,0.151728,0.158974,0.025666,0.403114,0,818,0,1000,999,999,1000,1000,562,608,831,926,852,856,981,1000,perturbed
530,0.08974359,1,0.166666667,0.102564103,0.038461538,0.051282051,0.051282051,0.127205,0.069438,0.110342,0.032879,2,4,4,2,0.143582,0.108547,0.045448,0.358787,604,626,841,1000,1000,1000,1000,1000,420,685,441,985,654,666,849,1000,perturbed
531,0.064102564,1,0.166666667,0.128205128,0.012820513,0.102564103,0.064102564,0.072753,0.068404,0.101981,0.03364,4,2,2,3,0.127116,0.091582,0.069136,0.372974,574,881,583,980,999,999,1000,1000,395,669,414,997,707,708,947,1000,perturbed
532,0.051282051,1,0.166666667,0.141025641,0.038461538,0.08974359,0.025641026,0.101733,0.07216,0.103556,0.017794,2,2,2,2,0.090946,0.11558,0.056642,0.375174,44,680,44,1000,998,998,1000,1000,495,703,534,992,691,692,966,1000,perturbed
533,0.08974359,1,0.192307692,0.115384615,0.038461538,0.064102564,0.076923077,0.109122,0.079956,0.099126,0.035065,4,2,3,2,0.100854,0.158898,0.098215,0.38279,609,630,837,1000,1000,1000,1000,1000,503,620,592,987,774,780,956,1000,perturbed
534,0.102564103,1,0.192307692,0.08974359,0.051282051,0.038461538,0.012820513,0.098691,0.081007,0.052143,0.021145,4,2,3,1,0.08792,0.152723,0.070429,0.379395,536,542,899,1000,1000,1000,1000,1000,262,672,733,413,769,796,870,1000,perturbed
535,0.064102564,1,0.192307692,0.115384615,0.012820513,0.038461538,0.012820513,0.050468,0.125756,0.03466,0.020598,3,3,3,3,0.136712,0.117843,0.061352,0.377679,559,882,581,874,1000,1000,1000,1000,74,677,732,143,746,749,948,1000,perturbed
536,0.115384615,1,0.179487179,0.102564103,0.025641026,0.051282051,0.051282051,0.098838,0.120882,0.097346,0.042127,1,1,4,1,0.10104,0.095714,0.039595,0.396347,726,727,979,1000,1000,1000,1000,1000,454,650,492,958,843,850,966,1000,perturbed
537,0.051282051,1,0.192307692,0.141025641,0.038461538,0.064102564,0.012820513,0.127375,0.077021,0.035553,0.024818,5,4,1,1,0.131316,0.09538,0.042484,0.348057,43,679,43,1000,1000,1000,1000,1000,210,654,731,308,550,551,875,1000,perturbed
538,0.08974359,1,0.179487179,0.08974359,0.025641026,0.038461538,0.012820513,0.070757,0.081107,0.040038,0.058574,4,1,5,2,0.115247,0.120649,0.019087,0.361069,768,790,910,993,1000,1000,1000,1000,105,703,613,172,668,705,801,1000,perturbed
539,0.102564103,1,0.243589744,0.128205128,0.025641026,0.102564103,0.038461538,0.090655,0.068862,0.058646,0.011944,3,1,2,2,0.128075,0.160611,0.032025,0.394266,736,741,962,1000,999,999,1000,1000,523,589,805,862,815,817,977,1000,perturbed
540,0.051282051,1,0.179487179,0.064102564,0.051282051,0.064102564,0.038461538,0.119599,0.114689,0.037401,0.038507,1,2,5,2,0.118003,0.139587,0.018923,0.334567,44,634,44,1000,999,999,1000,1000,236,686,541,349,356,608,357,999,perturbed
541,0.102564103,1,0.166666667,0.08974359,0.051282051,0.115384615,0.064102564,0.07856,0.087351,0.101462,0.048835,3,3,2,3,0.119732,0.121426,0.051937,0.388191,535,541,898,1000,998,998,1000,1000,396,670,415,998,806,831,905,1000,perturbed
542,0.076923077,1,0.205128205,0.064102564,0.025641026,0.051282051,0.076923077,0.05102,0.075346,0.073801,0.015634,4,1,2,1,0.159734,0.160015,0.086679,0.384931,718,793,840,951,1000,1000,1000,1000,516,605,626,981,656,849,670,998,perturbed
543,0.064102564,1,0.243589744,0.102564103,0.012820513,0.038461538,0.012820513,0.080407,0.115472,0.040728,0.04039,4,3,4,1,0.141471,0.141524,0.045169,0.349126,573,881,582,990,1000,1000,1000,1000,138,618,844,234,602,618,812,1000,perturbed
544,0.115384615,1,0.192307692,0.115384615,0.025641026,0.051282051,0.025641026,0.097754,0.126987,0.076264,0.04085,4,1,5,1,0.157702,0.138391,0.076626,0.330086,751,753,983,1000,1000,1000,1000,1000,486,679,716,734,498,504,748,1000,perturbed
545,0.051282051,1,0.179487179,0.128205128,0.025641026,0.064102564,0.038461538,0.090482,0.105118,0.051197,0.043239,2,3,4,2,0.114131,0.16153,0.037889,0.359254,55,818,55,1000,1000,1000,1000,1000,372,682,538,581,636,642,897,1000,perturbed
546,0.064102564,1,0.243589744,0.115384615,0.051282051,0.051282051,0.051282051,0.09662,0.083248,0.037496,0.013538,1,3,3,2,0.086816,0.139377,0.019977,0.33537,366,608,396,1000,1000,1000,1000,1000,319,587,774,495,515,526,781,970,perturbed
547,0.064102564,1,0.192307692,0.076923077,0.012820513,0.064102564,0.012820513,0.111671,0.070774,0.074365,0.021017,2,4,1,3,0.16239,0.100646,0.037955,0.354286,579,890,587,1000,999,999,1000,1000,568,673,736,880,613,686,715,997,perturbed
548,0.115384615,1,0.217948718,0.064102564,0.051282051,0.08974359,0.051282051,0.086648,0.049728,0.042746,0.058882,2,3,4,3,0.089331,0.116933,0.030975,0.336853,531,532,940,1000,998,998,1000,1000,344,610,714,537,369,621,371,999,perturbed
549,0.102564103,1,0.243589744,0.128205128,0.051282051,0.08974359,0.076923077,0.082321,0.0881,0.059157,0.028304,4,3,4,2,0.105522,0.112762,0.038972,0.330675,543,549,900,1000,999,999,1000,1000,449,541,739,785,480,483,773,996,perturbed
550,0.076923077,1,0.192307692,0.08974359,0.025641026,0.08974359,0.064102564,0.114024,0.08966,0.06353,0.017493,4,4,5,2,0.107288,0.108213,0.026473,0.348343,738,801,840,1000,999,999,1000,1000,477,639,649,767,593,631,729,992,perturbed
551,0.051282051,1,0.179487179,0.115384615,0.025641026,0.064102564,0.038461538,0.085192,0.07628,0.093926,0.048095,3,3,2,1,0.106169,0.126779,0.060233,0.350767,55,815,55,1000,1000,1000,1000,1000,488,683,537,993,591,598,838,1000,perturbed
552,0.051282051,1,0.179487179,0.064102564,0.051282051,0.102564103,0.076923077,0.082439,0.086616,0.090308,0.001104,3,1,2,1,0.148015,0.139956,0.098675,0.357423,45,626,45,1000,999,999,1000,1000,407,633,442,993,452,727,487,841,perturbed
553,0.08974359,1,0.230769231,0.076923077,0.025641026,0.051282051,0.076923077,0.063308,0.119535,0.037262,0.023008,4,3,3,2,0.160107,0.149797,0.08364,0.386484,763,787,906,985,1000,1000,1000,1000,344,564,711,555,790,834,863,999,perturbed
554,0.08974359,1,0.166666667,0.08974359,0.012820513,0.08974359,0.064102564,0.056878,0.103248,0.109087,0.021996,2,3,3,1,0.163763,0.1229,0.077137,0.346617,843,869,938,993,999,999,1000,1000,397,682,415,995,578,626,716,997,perturbed
555,0.102564103,1,0.166666667,0.128205128,0.051282051,0.038461538,0.064102564,0.085065,0.120357,0.089749,0.031619,3,2,4,2,0.137103,0.096634,0.088232,0.345865,540,546,899,1000,1000,1000,1000,1000,394,660,413,945,566,572,834,999,perturbed
556,0.08974359,1,0.205128205,0.08974359,0.012820513,0.076923077,0.025641026,0.05129,0.071276,0.085665,0.031029,4,3,3,1,0.120569,0.094415,0.040135,0.37857,738,857,936,866,1000,1000,1000,1000,540,642,738,871,759,786,866,1000,perturbed
557,0.102564103,1,0.205128205,0.141025641,0.038461538,0.038461538,0.038461538,0.095721,0.059236,0.03101,0.003053,3,3,1,1,0.14124,0.103449,0.093369,0.341457,589,592,940,1000,1000,1000,1000,1000,367,642,701,525,504,525,852,925,perturbed
558,0.102564103,1,0.205128205,0.128205128,0.051282051,0.102564103,0.076923077,0.064612,0.089214,0.046739,0.053582,1,2,5,1,0.118499,0.147973,0.054903,0.367178,536,543,898,1000,999,999,1000,1000,356,575,624,588,672,673,927,1000,perturbed
559,0.038461538,1,0.179487179,0.141025641,0.038461538,0.115384615,0.025641026,0.092469,0.122488,0.058891,0.004781,2,3,4,1,0.106068,0.13102,0.096558,0.372841,0,710,0,1000,999,999,1000,1000,330,701,592,518,678,681,959,984,perturbed
560,0.038461538,1,0.166666667,0.141025641,0.025641026,0.076923077,0.051282051,0.079431,0.077505,0.064871,0.013662,3,4,3,1,0.110557,0.088899,0.033247,0.354512,0,817,0,999,999,999,1000,1000,407,685,444,826,585,588,906,984,perturbed
561,0.08974359,1,0.205128205,0.064102564,0.038461538,0.051282051,0.012820513,0.05068,0.097544,0.089212,0.040289,4,3,5,2,0.163802,0.097211,0.042901,0.35945,606,638,842,961,1000,1000,1000,1000,524,641,750,817,487,730,494,1000,perturbed
562,0.064102564,1,0.230769231,0.141025641,0.051282051,0.08974359,0.076923077,0.056115,0.096031,0.099395,0.039481,1,3,4,1,0.109732,0.155776,0.052128,0.340521,366,610,396,1000,999,999,1000,1000,514,559,711,973,513,513,843,1000,perturbed
563,0.08974359,1,0.179487179,0.076923077,0.012820513,0.076923077,0.012820513,0.052731,0.089062,0.087178,0.059309,3,1,5,1,0.110288,0.126484,0.034102,0.352074,781,863,938,917,999,999,1000,1000,486,692,612,785,604,681,703,1000,perturbed
564,0.051282051,1,0.243589744,0.141025641,0.038461538,0.076923077,0.051282051,0.086821,0.105273,0.098903,0.019279,3,2,1,2,0.095089,0.099289,0.029952,0.358925,44,683,44,1000,999,999,1000,1000,549,574,772,995,614,615,926,996,perturbed
565,0.115384615,1,0.205128205,0.064102564,0.051282051,0.115384615,0.076923077,0.126287,0.051972,0.052529,0.027917,2,4,4,2,0.137906,0.14972,0.035681,0.327983,534,534,942,1000,999,999,1000,1000,409,580,625,695,310,567,313,996,perturbed
566,0.064102564,1,0.192307692,0.115384615,0.038461538,0.102564103,0.038461538,0.1151,0.093333,0.081144,0.014656,1,2,4,1,0.14464,0.08453,0.033516,0.357025,392,661,413,1000,999,999,1000,1000,529,630,685,880,623,631,870,990,perturbed
567,0.102564103,1,0.217948718,0.115384615,0.038461538,0.064102564,0.025641026,0.068353,0.095224,0.035424,0.044613,2,3,4,3,0.100631,0.085132,0.090808,0.398601,582,583,935,1000,1000,1000,1000,1000,113,588,767,210,843,846,977,1000,perturbed
568,0.102564103,1,0.205128205,0.064102564,0.051282051,0.064102564,0.025641026,0.121212,0.110221,0.098169,0.014692,2,3,2,1,0.128451,0.13098,0.079956,0.380922,541,547,901,1000,1000,1000,1000,1000,596,654,743,991,629,842,641,998,perturbed
569,0.076923077,1,0.166666667,0.141025641,0.025641026,0.076923077,0.076923077,0.098043,0.071829,0.060528,0.057362,5,1,2,1,0.084833,0.136545,0.051711,0.368864,711,775,834,1000,1000,1000,1000,1000,377,645,397,950,656,656,954,1000,perturbed
570,0.038461538,1,0.205128205,0.076923077,0.038461538,0.076923077,0.012820513,0.078051,0.087268,0.062822,0.000524,3,2,2,1,0.091731,0.118131,0.036186,0.397453,0,689,0,999,999,999,1000,1000,488,660,749,746,844,880,904,987,perturbed
571,0.064102564,1,0.166666667,0.128205128,0.025641026,0.115384615,0.076923077,0.121608,0.092221,0.106428,0.054173,1,3,4,2,0.102124,0.100994,0.049495,0.366075,490,799,508,1000,999,999,1000,1000,375,641,397,987,661,664,922,1000,perturbed
572,0.076923077,1,0.230769231,0.141025641,0.038461538,0.076923077,0.025641026,0.056696,0.097959,0.042844,0.019544,3,3,4,2,0.10044,0.093421,0.028995,0.3768,591,637,757,988,999,999,1000,1000,196,577,803,332,707,708,968,1000,perturbed
573,0.102564103,1,0.243589744,0.064102564,0.025641026,0.102564103,0.025641026,0.078195,0.117836,0.108085,0.037997,4,2,4,3,0.088098,0.140099,0.083038,0.371159,738,740,969,1000,998,998,1000,1000,569,598,835,957,578,802,586,1000,perturbed
574,0.064102564,1,0.179487179,0.102564103,0.051282051,0.051282051,0.025641026,0.061701,0.09255,0.040348,0.013981,4,3,5,1,0.107385,0.15088,0.036469,0.37496,369,609,396,979,1000,1000,1000,1000,155,700,588,243,744,755,913,999,perturbed
575,0.064102564,1,0.179487179,0.128205128,0.025641026,0.076923077,0.038461538,0.072523,0.123274,0.105588,0.014189,1,1,1,2,0.089785,0.145584,0.059144,0.376233,488,798,504,1000,999,999,1000,1000,496,702,538,996,727,729,953,998,perturbed
576,0.115384615,1,0.179487179,0.076923077,0.012820513,0.051282051,0.012820513,0.090267,0.110101,0.052393,0.028833,3,4,2,1,0.162209,0.113695,0.095111,0.357768,843,845,990,1000,1000,1000,1000,1000,401,687,615,628,638,709,743,1000,perturbed
577,0.076923077,1,0.166666667,0.128205128,0.038461538,0.08974359,0.012820513,0.06281,0.119061,0.066225,0.057887,3,2,4,2,0.160425,0.123611,0.02612,0.390233,597,641,759,996,1000,1000,1000,1000,354,707,550,578,793,794,973,1000,perturbed
578,0.051282051,1,0.230769231,0.076923077,0.038461538,0.064102564,0.064102564,0.125061,0.074641,0.096451,0.056327,2,1,4,2,0.104064,0.159313,0.058452,0.365608,44,680,44,1000,1000,1000,1000,1000,547,591,733,964,681,743,787,1000,perturbed
579,0.102564103,1,0.192307692,0.102564103,0.038461538,0.115384615,0.076923077,0.118156,0.098454,0.054079,0.041921,3,4,2,2,0.110034,0.147233,0.021493,0.376426,591,593,938,1000,998,998,1000,1000,493,615,592,903,756,763,921,1000,perturbed
580,0.064102564,1,0.179487179,0.141025641,0.025641026,0.08974359,0.051282051,0.064817,0.058221,0.077517,0.00147,3,4,5,3,0.108179,0.160376,0.030498,0.371594,493,807,508,993,997,997,1000,1000,454,675,492,843,578,677,959,833,perturbed
581,0.102564103,1,0.243589744,0.064102564,0.025641026,0.076923077,0.012820513,0.126057,0.077198,0.045856,0.026708,3,4,2,1,0.104573,0.118932,0.033652,0.343075,756,757,972,1000,1000,1000,1000,1000,309,592,844,484,398,653,406,1000,perturbed
582,0.115384615,1,0.179487179,0.076923077,0.051282051,0.064102564,0.038461538,0.077569,0.11756,0.08482,0.031416,4,3,3,2,0.100179,0.127963,0.088938,0.377512,522,524,936,1000,1000,1000,1000,1000,486,674,540,921,760,816,826,1000,perturbed
583,0.076923077,1,0.166666667,0.115384615,0.051282051,0.038461538,0.076923077,0.075345,0.065376,0.105798,0.038908,2,2,3,3,0.164414,0.086761,0.064123,0.378945,471,525,664,1000,1000,1000,1000,1000,372,626,396,994,750,753,950,999,perturbed
584,0.051282051,1,0.205128205,0.115384615,0.051282051,0.08974359,0.025641026,0.088142,0.050305,0.097436,0.057099,1,2,2,1,0.153487,0.10636,0.077107,0.332981,45,624,45,1000,999,999,1000,1000,599,660,742,991,506,512,758,1000,perturbed
585,0.115384615,1,0.217948718,0.08974359,0.025641026,0.051282051,0.076923077,0.091047,0.103856,0.037007,0.046777,4,1,2,1,0.121739,0.086293,0.089702,0.373303,735,737,980,1000,1000,1000,1000,1000,433,543,712,731,738,749,909,1000,perturbed
586,0.076923077,1,0.230769231,0.08974359,0.038461538,0.102564103,0.025641026,0.06182,0.096274,0.03331,0.02556,2,2,2,1,0.102975,0.088947,0.049865,0.385047,587,631,759,1000,999,999,1000,1000,215,583,803,336,799,824,891,1000,perturbed
587,0.08974359,1,0.205128205,0.102564103,0.038461538,0.102564103,0.064102564,0.103259,0.077099,0.049253,0.045759,4,3,3,3,0.153239,0.129612,0.032774,0.329705,605,627,842,1000,999,999,1000,1000,428,637,646,687,497,514,702,997,perturbed
588,0.115384615,1,0.192307692,0.064102564,0.051282051,0.08974359,0.051282051,0.081605,0.076466,0.057894,0.03111,1,1,4,2,0.103116,0.10375,0.062428,0.37226,527,529,936,1000,998,998,1000,1000,454,647,649,716,583,808,594,999,perturbed
589,0.102564103,1,0.192307692,0.115384615,0.051282051,0.038461538,0.051282051,0.122021,0.111062,0.054718,0.033168,2,3,4,2,0.155931,0.123249,0.020518,0.362,535,541,899,1000,1000,1000,1000,1000,437,654,649,683,655,663,893,1000,perturbed
590,0.115384615,1,0.243589744,0.064102564,0.012820513,0.076923077,0.038461538,0.105149,0.105759,0.094726,0.032656,2,1,4,2,0.095173,0.095259,0.02516,0.35768,821,823,990,1000,1000,1000,1000,1000,549,580,806,939,481,726,489,1000,perturbed
591,0.064102564,1,0.205128205,0.076923077,0.025641026,0.102564103,0.076923077,0.058621,0.055803,0.032199,0.019365,2,3,2,2,0.125323,0.099018,0.081964,0.340678,492,812,505,1000,999,999,1000,1000,437,605,626,699,532,611,623,991,perturbed
592,0.08974359,1,0.166666667,0.128205128,0.012820513,0.038461538,0.025641026,0.109022,0.110415,0.089543,0.017689,3,2,2,2,0.120779,0.083715,0.07982,0.332374,857,877,939,1000,1000,1000,1000,1000,489,682,534,982,502,504,787,999,perturbed
593,0.051282051,1,0.179487179,0.141025641,0.051282051,0.051282051,0.025641026,0.063708,0.112652,0.068141,0.024331,4,3,2,2,0.154349,0.134146,0.06347,0.404103,43,633,43,979,1000,1000,1000,1000,505,687,587,869,842,842,992,1000,perturbed
594,0.08974359,1,0.166666667,0.064102564,0.012820513,0.064102564,0.025641026,0.099732,0.109312,0.049765,0.020952,2,3,3,2,0.100586,0.103188,0.070041,0.330448,846,863,941,1000,1000,1000,1000,1000,252,703,537,418,323,580,325,997,perturbed
595,0.102564103,1,0.166666667,0.064102564,0.038461538,0.051282051,0.051282051,0.108094,0.088895,0.089873,0.026966,4,1,2,3,0.161965,0.145128,0.05992,0.344059,595,599,942,1000,999,999,1000,1000,423,697,443,991,403,666,410,976,perturbed
596,0.08974359,1,0.243589744,0.08974359,0.051282051,0.102564103,0.076923077,0.074642,0.064539,0.059663,0.008589,4,1,5,2,0.135609,0.141806,0.078731,0.338818,553,580,775,999,998,998,1000,1000,440,551,741,750,525,581,664,940,perturbed
597,0.064102564,1,0.230769231,0.08974359,0.051282051,0.08974359,0.012820513,0.05221,0.0969,0.088171,0.052055,1,3,3,3,0.155516,0.138882,0.081661,0.404672,371,611,398,1000,998,998,1000,1000,514,608,822,848,875,888,952,1000,perturbed
598,0.051282051,1,0.243589744,0.064102564,0.012820513,0.08974359,0.025641026,0.07711,0.053487,0.066686,0.005698,4,2,3,3,0.094076,0.155998,0.071508,0.393558,76,869,76,979,999,999,1000,1000,431,610,836,700,714,892,722,969,perturbed
599,0.115384615,1,0.192307692,0.128205128,0.038461538,0.076923077,0.064102564,0.052542,0.09482,0.091318,0.026894,1,1,2,3,0.119457,0.155603,0.084343,0.367048,569,569,963,999,999,999,1000,1000,528,649,614,993,676,677,928,998,perturbed
600,0.102564103,1,0.205128205,0.076923077,0.025641026,0.038461538,0.025641026,0.12187,0.121289,0.051931,0.053807,5,2,1,3,0.162067,0.098916,0.093535,0.344969,757,759,971,1000,1000,1000,1000,1000,428,612,772,677,563,637,654,1000,perturbed
601,0.076923077,1,0.179487179,0.076923077,0.025641026,0.038461538,0.012820513,0.106363,0.114542,0.065281,0.021739,3,3,2,2,0.088756,0.08206,0.071395,0.369869,720,784,838,1000,1000,1000,1000,1000,491,649,609,819,713,768,807,1000,perturbed
602,0.038461538,1,0.166666667,0.128205128,0.012820513,0.038461538,0.025641026,0.114927,0.054992,0.065088,0.036714,3,2,5,2,0.109791,0.117271,0.047512,0.386695,0,887,0,1000,1000,1000,1000,1000,373,708,537,592,766,766,976,1000,perturbed
603,0.038461538,1,0.217948718,0.08974359,0.025641026,0.064102564,0.051282051,0.072558,0.107652,0.037892,0.026641,4,4,2,2,0.118297,0.121575,0.063909,0.370099,0,824,0,982,999,999,1000,1000,454,614,716,695,712,751,825,999,perturbed
604,0.038461538,1,0.192307692,0.08974359,0.051282051,0.076923077,0.025641026,0.077705,0.069163,0.050272,0.014582,4,1,3,1,0.099732,0.084013,0.089348,0.375728,0,645,0,993,1000,1000,1000,1000,281,637,711,452,738,767,847,996,perturbed
605,0.115384615,1,0.192307692,0.064102564,0.038461538,0.102564103,0.038461538,0.055594,0.10754,0.037142,0.009886,3,2,5,3,0.127753,0.092948,0.025319,0.381469,567,570,962,989,997,997,1000,1000,257,648,687,375,625,843,645,931,perturbed
606,0.076923077,1,0.217948718,0.064102564,0.025641026,0.076923077,0.064102564,0.081936,0.075189,0.067884,0.025162,4,4,5,2,0.090656,0.098298,0.092855,0.389068,719,776,839,1000,1000,1000,1000,1000,480,587,694,807,685,867,696,1000,perturbed
607,0.115384615,1,0.192307692,0.102564103,0.051282051,0.076923077,0.051282051,0.083899,0.128799,0.072325,0.015492,2,3,2,3,0.119032,0.084249,0.09707,0.387666,528,529,934,1000,999,999,1000,1000,534,627,646,967,801,818,954,979,perturbed
608,0.115384615,1,0.179487179,0.115384615,0.038461538,0.102564103,0.064102564,0.096563,0.100489,0.074178,0.023198,4,3,3,2,0.151926,0.118081,0.039542,0.397209,563,564,956,1000,998,998,1000,1000,431,656,464,910,834,838,975,1000,perturbed
609,0.115384615,1,0.217948718,0.076923077,0.051282051,0.038461538,0.051282051,0.113119,0.058329,0.110007,0.025269,3,1,5,3,0.09547,0.133753,0.03972,0.334199,531,533,939,1000,1000,1000,1000,1000,560,618,712,977,502,584,575,964,perturbed
610,0.115384615,1,0.179487179,0.076923077,0.025641026,0.102564103,0.038461538,0.070229,0.128702,0.081412,0.029992,4,3,3,2,0.147688,0.142343,0.019682,0.326727,749,752,985,997,998,998,1000,1000,494,688,547,903,447,531,521,997,perturbed
611,0.051282051,1,0.243589744,0.115384615,0.025641026,0.115384615,0.064102564,0.06801,0.110642,0.042893,0.016574,4,3,3,1,0.11711,0.096084,0.091477,0.355791,55,811,55,983,999,999,1000,1000,370,558,757,616,621,628,864,991,perturbed
612,0.102564103,1,0.166666667,0.064102564,0.038461538,0.076923077,0.051282051,0.113624,0.098228,0.083445,0.055726,2,1,5,2,0.113062,0.113864,0.072942,0.329184,598,599,946,1000,1000,1000,1000,1000,420,688,444,878,317,576,318,1000,perturbed
613,0.102564103,1,0.166666667,0.064102564,0.038461538,0.102564103,0.051282051,0.099339,0.116525,0.085273,0.047376,3,3,5,1,0.148143,0.112411,0.019503,0.385458,588,591,940,1000,997,997,1000,1000,418,680,442,895,667,855,680,1000,perturbed
614,0.064102564,1,0.243589744,0.115384615,0.051282051,0.08974359,0.038461538,0.116788,0.118629,0.10251,0.017072,3,3,3,2,0.093918,0.129389,0.025033,0.400641,368,606,396,1000,999,999,1000,1000,565,590,800,972,845,848,980,1000,perturbed
615,0.076923077,1,0.243589744,0.076923077,0.038461538,0.102564103,0.025641026,0.108743,0.105542,0.081782,0.024493,4,3,4,3,0.152458,0.090098,0.085091,0.353176,597,642,762,1000,999,999,1000,1000,481,552,849,838,604,677,708,992,perturbed
616,0.115384615,1,0.217948718,0.076923077,0.051282051,0.076923077,0.038461538,0.094156,0.12223,0.093256,0.017277,4,2,4,1,0.115591,0.115414,0.069699,0.331435,530,533,940,1000,1000,1000,1000,1000,557,611,751,933,492,573,558,983,perturbed
617,0.08974359,1,0.192307692,0.128205128,0.012820513,0.115384615,0.012820513,0.063835,0.073563,0.10391,0.042748,3,4,3,1,0.13543,0.15524,0.036076,0.385206,822,854,936,977,999,999,1000,1000,588,674,733,940,770,771,968,1000,perturbed
618,0.064102564,1,0.166666667,0.128205128,0.051282051,0.115384615,0.076923077,0.073229,0.082944,0.046541,0.032728,1,3,1,1,0.160668,0.103287,0.087225,0.371766,366,608,396,1000,999,999,1000,1000,368,638,397,867,696,698,944,1000,perturbed
619,0.064102564,1,0.217948718,0.064102564,0.012820513,0.051282051,0.012820513,0.058703,0.085949,0.100433,0.014164,1,4,2,1,0.139624,0.121371,0.047388,0.351536,580,887,587,1000,999,999,1000,1000,590,627,786,980,445,701,453,997,perturbed
620,0.038461538,1,0.230769231,0.141025641,0.038461538,0.051282051,0.025641026,0.112131,0.110771,0.045516,0.024927,1,2,2,1,0.156424,0.129023,0.079165,0.347032,0,694,0,1000,1000,1000,1000,1000,367,613,806,580,546,549,873,999,perturbed
621,0.08974359,1,0.217948718,0.115384615,0.051282051,0.038461538,0.051282051,0.062319,0.052119,0.079816,0.055485,3,1,3,3,0.104,0.093253,0.065073,0.353264,558,587,775,995,1000,1000,1000,1000,523,592,707,914,618,624,855,1000,perturbed
622,0.08974359,1,0.243589744,0.076923077,0.038461538,0.115384615,0.051282051,0.058421,0.06191,0.09086,0.008459,4,2,2,3,0.12414,0.125601,0.063327,0.334871,614,635,842,981,999,999,1000,1000,562,591,776,992,470,597,582,814,perturbed
623,0.102564103,1,0.217948718,0.064102564,0.012820513,0.064102564,0.076923077,0.111559,0.108355,0.062028,0.005799,2,2,3,1,0.125517,0.135769,0.030352,0.360018,849,852,980,1000,1000,1000,1000,1000,481,581,672,834,497,747,504,971,perturbed
624,0.038461538,1,0.205128205,0.08974359,0.051282051,0.038461538,0.051282051,0.076583,0.11434,0.070526,0.011647,3,3,5,3,0.126971,0.127852,0.03936,0.405275,0,643,0,1000,1000,1000,1000,1000,504,641,675,800,853,890,954,957,perturbed
