Sample,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC
751,477,487,995,947,979,979,1000,1000,425,520,911,770,647,648,949,1000
752,600,600,995,1000,973,973,1000,1000,311,523,828,504,922,937,960,1000
753,145,784,990,210,978,978,1000,1000,551,590,774,940,906,906,995,1000
754,788,800,934,999,978,978,1000,1000,394,434,888,824,606,606,926,1000
755,702,702,997,998,974,974,1000,1000,484,500,881,925,901,901,997,1000
756,738,762,904,996,974,974,1000,1000,7,546,897,18,865,870,972,1000
757,332,795,888,451,978,978,1000,1000,326,560,769,489,912,912,993,1000
758,789,816,986,967,977,977,1000,1000,387,481,783,675,925,926,992,1000
759,659,690,994,941,979,979,1000,1000,522,582,843,868,736,736,972,1000
760,264,500,990,374,973,973,1000,1000,368,415,863,761,625,631,888,999
761,398,398,971,1000,978,978,1000,1000,482,504,786,939,729,734,943,999
762,495,496,957,985,979,979,1000,1000,515,557,876,883,904,922,948,1000
763,802,805,995,995,974,974,1000,1000,272,553,907,453,701,701,965,1000
764,823,825,991,1000,974,974,1000,1000,392,521,834,630,764,815,839,1000
765,570,583,935,968,978,978,1000,1000,467,505,808,855,919,919,997,1000
766,551,579,777,996,977,977,1000,1000,464,495,709,990,640,709,747,982
767,446,582,937,700,979,979,1000,1000,390,499,870,687,852,945,856,1000
768,657,658,981,999,973,973,1000,1000,426,496,831,767,478,732,496,916
769,587,632,759,975,978,978,1000,1000,467,515,904,842,890,906,957,1000
770,101,490,731,144,977,977,1000,1000,414,460,769,823,907,907,993,1000
771,169,845,890,221,974,974,1000,1000,40,573,775,62,748,756,950,980
772,291,492,730,561,974,974,1000,1000,548,584,828,939,706,707,967,1000
773,559,655,992,784,978,978,1000,1000,405,409,860,931,935,935,993,1000
774,465,468,979,981,978,978,1000,1000,126,581,798,229,632,644,948,969
775,508,631,844,771,979,979,1000,1000,425,561,825,667,474,712,483,983
776,264,513,664,474,973,973,1000,1000,424,441,878,880,620,625,896,1000
777,438,461,880,926,978,978,1000,1000,142,475,824,224,862,907,938,959
778,334,686,993,426,977,977,1000,1000,251,559,774,396,778,784,934,1000
779,755,755,993,1000,975,975,1000,1000,59,447,904,121,897,897,993,1000
780,573,573,964,1000,974,974,1000,1000,80,573,804,134,800,843,864,1000
781,583,617,993,915,978,978,1000,1000,304,521,772,519,765,796,949,956
782,681,690,963,982,977,977,1000,1000,164,534,794,234,599,605,870,997
783,1,858,897,1,979,979,1000,1000,450,528,888,767,659,725,758,999
784,74,763,908,97,973,973,1000,1000,0,520,912,0,685,736,815,971
785,114,500,730,164,978,978,1000,1000,253,557,708,365,783,831,852,999
786,175,550,957,232,979,979,1000,1000,128,394,902,267,881,881,996,1000
787,719,727,966,984,977,977,1000,1000,68,494,829,116,558,623,815,883
788,544,571,773,1000,974,974,1000,1000,271,531,867,402,876,880,976,1000
789,428,493,954,768,978,978,1000,1000,333,533,788,560,741,743,973,992
790,701,756,835,999,977,977,1000,1000,0,550,840,0,652,659,887,1000
791,616,656,995,896,979,979,1000,1000,449,560,859,725,644,843,657,1000
792,461,513,664,994,973,973,1000,1000,489,523,821,902,622,691,725,999
793,665,667,995,996,978,978,1000,1000,171,510,869,250,651,688,794,999
794,459,719,996,609,977,977,1000,1000,219,420,848,389,805,833,897,1000
795,498,499,989,998,974,974,1000,1000,358,530,801,602,888,889,997,999
796,535,591,705,997,974,974,1000,1000,417,523,752,743,889,894,982,1000
797,606,626,839,997,978,978,1000,1000,420,432,866,917,678,859,689,1000
798,600,645,764,979,978,978,1000,1000,442,467,883,863,445,701,454,990
799,183,776,902,232,979,979,1000,1000,403,559,852,677,883,884,992,1000
800,125,706,988,143,973,973,1000,1000,483,515,847,896,656,657,950,1000
801,464,464,981,1000,978,978,1000,1000,482,517,884,868,658,724,765,1000
802,583,589,935,995,977,977,1000,1000,411,449,808,837,901,901,993,1000
803,464,516,664,1000,974,974,1000,1000,323,535,738,501,666,840,983,778
804,709,712,964,991,974,974,1000,1000,465,505,894,866,875,901,927,1000
805,446,446,902,1000,978,978,1000,1000,468,487,868,921,758,764,952,991
806,705,705,988,1000,977,977,1000,1000,409,483,846,751,797,804,946,1000
807,37,729,990,39,979,979,1000,1000,504,553,715,911,698,758,795,1000
808,478,478,992,1000,973,973,1000,1000,271,502,845,411,902,907,986,999
809,6,835,975,6,978,978,1000,1000,1,550,899,4,864,868,973,1000
810,517,535,896,965,977,977,1000,1000,311,583,842,528,774,801,868,1000
811,688,703,961,972,974,974,1000,1000,517,555,757,947,784,785,985,1000
812,749,855,891,913,974,974,1000,1000,306,405,855,558,610,618,857,1000
813,500,541,896,896,978,978,1000,1000,297,424,865,547,855,857,989,1000
814,18,680,993,21,977,977,1000,1000,239,531,755,377,612,612,929,1000
815,668,842,976,794,979,979,1000,1000,483,584,849,800,818,821,973,1000
816,634,634,995,1000,973,973,1000,1000,513,547,758,944,865,865,993,1000
817,462,469,839,1000,978,978,1000,1000,322,499,813,515,842,859,930,1000
818,502,645,992,685,979,979,1000,1000,3,535,913,11,826,826,990,999
819,272,565,937,425,974,974,1000,1000,439,451,791,980,681,720,814,1000
820,713,717,960,996,974,974,1000,1000,2,514,895,8,916,916,997,1000
821,131,778,991,188,978,978,1000,1000,502,565,770,867,898,917,947,1000
822,653,754,985,859,977,977,1000,1000,198,522,883,293,914,914,993,1000
823,527,529,933,989,979,979,1000,1000,348,592,780,552,756,757,965,1000
824,827,843,936,999,973,973,1000,1000,346,573,790,515,834,837,975,1000
825,77,729,992,117,978,978,1000,1000,416,603,760,654,633,842,643,999
826,334,521,978,489,977,977,1000,1000,371,508,915,655,722,761,829,1000
827,714,775,834,1000,974,974,1000,1000,507,547,851,880,921,936,959,1000
828,460,460,978,1000,974,974,1000,1000,0,531,794,0,896,896,996,1000
829,35,642,759,38,978,978,1000,1000,419,556,869,723,675,713,810,1000
830,195,522,668,343,977,977,1000,1000,7,566,866,16,640,646,910,994
831,231,443,991,331,979,979,1000,1000,468,479,808,972,688,730,937,929
832,779,867,889,942,973,973,1000,1000,3,539,867,4,756,761,950,1000
833,788,789,986,1000,978,978,1000,1000,292,487,864,502,856,868,990,984
834,623,764,993,809,977,977,1000,1000,357,484,791,608,907,907,997,1000
835,675,675,992,1000,974,974,1000,1000,484,570,866,818,740,742,972,986
836,494,494,955,994,974,974,1000,1000,471,475,859,971,607,824,618,999
837,411,411,951,1000,978,978,1000,1000,158,467,896,296,923,930,975,1000
838,476,586,705,826,977,977,1000,1000,262,479,866,409,878,879,991,1000
839,277,715,960,348,979,979,1000,1000,488,580,729,837,894,903,993,986
840,523,778,835,666,973,973,1000,1000,50,601,823,100,825,846,917,1000
841,718,718,979,1000,978,978,1000,1000,465,537,794,843,805,813,952,1000
842,66,750,988,106,977,977,1000,1000,447,480,799,867,686,863,697,1000
843,52,804,991,64,974,974,1000,1000,480,494,829,928,934,940,980,1000
844,595,626,836,978,974,974,1000,1000,501,531,895,910,725,728,951,1000
845,406,406,969,1000,978,978,1000,1000,444,581,755,737,886,887,992,1000
846,468,468,979,999,977,977,1000,1000,414,566,855,676,582,612,879,929
847,6,830,989,7,979,979,1000,1000,474,569,894,810,718,721,937,1000
848,128,500,953,182,973,973,1000,1000,494,560,789,860,882,884,990,1000
849,589,589,995,1000,978,978,1000,1000,252,544,757,404,923,935,965,1000
850,598,620,995,942,977,977,1000,1000,286,583,842,485,683,729,815,1000
851,567,572,934,996,975,975,1000,1000,432,552,757,701,808,811,974,999
852,360,615,834,542,974,974,1000,1000,72,581,854,129,859,865,971,1000
853,422,489,730,822,978,978,1000,1000,467,503,782,871,902,903,992,1000
854,468,468,979,1000,977,977,1000,1000,29,465,894,55,788,920,796,1000
855,12,846,937,24,979,979,1000,1000,64,550,740,106,565,784,572,995
856,499,499,953,1000,973,973,1000,1000,153,518,824,232,928,930,991,1000
857,719,829,989,870,978,978,1000,1000,375,588,833,591,675,716,814,1000
858,439,440,991,983,979,979,1000,1000,539,574,804,920,454,710,461,1000
859,644,644,979,1000,974,974,1000,1000,495,524,740,954,844,848,967,1000
860,781,781,996,1000,974,974,1000,1000,229,500,869,362,792,921,798,1000
861,446,447,991,995,978,978,1000,1000,412,579,852,690,852,860,968,991
862,78,679,993,95,977,977,1000,1000,72,464,896,133,809,816,954,1000
863,745,787,995,943,979,979,1000,1000,204,535,898,344,601,810,610,1000
864,0,817,995,0,973,973,1000,1000,430,552,875,694,620,638,819,1000
865,767,825,891,961,978,978,1000,1000,323,437,824,564,689,704,879,994
866,599,610,992,969,977,977,1000,1000,347,580,731,561,845,853,987,984
867,717,737,905,1000,974,974,1000,1000,177,520,850,313,886,900,957,1000
868,200,785,834,260,974,974,1000,1000,388,452,882,742,727,730,940,1000
869,356,540,956,563,978,978,1000,1000,476,527,797,839,825,827,972,1000
870,723,780,835,1000,977,977,1000,1000,161,545,884,237,777,781,960,1000
871,486,684,979,665,980,980,1000,1000,72,557,855,115,828,856,966,962
872,635,765,907,833,973,973,1000,1000,554,586,834,950,871,897,924,1000
873,461,509,668,999,978,978,1000,1000,393,537,805,624,807,832,905,996
874,38,506,667,39,977,977,1000,1000,161,473,855,242,805,832,897,1000
875,23,499,990,26,974,974,1000,1000,522,536,887,964,898,902,984,1000
876,165,493,730,287,974,974,1000,1000,428,529,895,762,904,909,987,999
877,1,870,897,1,978,978,1000,1000,320,588,857,532,539,780,543,954
878,754,778,909,980,977,977,1000,1000,96,512,739,145,707,769,802,1000
879,407,407,972,1000,979,979,1000,1000,426,558,755,719,735,745,910,1000
880,805,805,994,1000,973,973,1000,1000,73,539,739,118,915,924,971,1000
881,427,499,730,823,978,978,1000,1000,421,435,849,911,702,740,824,1000
882,802,820,986,980,977,977,1000,1000,502,585,775,811,819,822,975,1000
883,550,579,775,1000,974,974,1000,1000,306,544,850,470,907,924,954,995
884,440,441,903,1000,974,974,1000,1000,204,542,795,360,757,760,953,1000
885,675,675,995,1000,978,978,1000,1000,462,547,758,813,684,747,787,1000
886,53,497,729,65,977,977,1000,1000,0,517,893,0,926,933,976,1000
887,561,561,956,1000,980,980,1000,1000,109,470,852,170,896,897,991,1000
888,677,678,992,999,974,974,1000,1000,433,480,773,820,765,770,954,1000
889,466,517,668,971,978,978,1000,1000,274,576,829,466,736,892,745,995
890,499,499,978,1000,977,977,1000,1000,417,592,842,694,676,718,813,1000
891,444,444,991,995,974,974,1000,1000,471,503,740,916,682,682,957,1000
892,563,588,935,950,974,974,1000,1000,215,433,863,411,757,757,978,1000
893,236,803,997,293,978,978,1000,1000,0,569,884,0,638,644,905,1000
894,723,785,835,999,977,977,1000,1000,459,503,803,841,671,671,957,1000
895,678,680,978,994,979,979,1000,1000,17,565,880,35,839,842,980,1000
896,57,410,952,77,973,973,1000,1000,409,510,910,736,731,733,972,997
897,465,515,668,1000,978,978,1000,1000,346,519,872,597,894,897,996,997
898,89,810,893,134,978,978,1000,1000,483,534,874,853,712,770,806,1000
899,275,419,954,506,974,974,1000,1000,6,522,866,13,490,742,496,1000
900,703,703,990,1000,974,974,1000,1000,471,583,857,775,612,629,815,1000
901,526,526,978,998,978,978,1000,1000,471,502,812,894,807,928,813,1000
902,456,459,991,981,977,977,1000,1000,135,536,874,210,893,907,961,1000
903,730,742,964,979,979,979,1000,1000,456,535,793,786,819,938,823,1000
904,486,496,990,962,973,973,1000,1000,35,525,819,61,819,823,973,995
905,463,470,838,1000,978,978,1000,1000,1,525,892,6,702,883,708,1000
906,384,406,953,883,977,977,1000,1000,224,514,845,333,930,942,968,1000
907,518,534,934,961,975,975,1000,1000,345,556,819,521,788,832,853,1000
908,458,460,881,1000,974,974,1000,1000,46,521,911,98,743,897,754,1000
909,533,793,839,670,978,978,1000,1000,485,495,825,979,615,651,758,1000
910,122,850,893,166,977,977,1000,1000,430,579,851,726,720,723,935,1000
911,422,463,879,847,979,979,1000,1000,381,520,895,682,831,835,975,998
912,737,757,996,972,973,973,1000,1000,286,487,875,527,881,906,939,993
913,634,634,995,999,978,978,1000,1000,444,531,755,735,849,853,980,1000
914,538,544,893,1000,977,977,1000,1000,387,508,822,692,858,863,983,997
915,573,666,995,763,974,974,1000,1000,33,576,780,52,760,764,954,1000
916,0,832,988,1,974,974,1000,1000,459,470,854,958,809,832,903,998
917,594,639,757,997,978,978,1000,1000,465,590,822,757,847,880,904,1000
918,7,816,995,8,977,977,1000,1000,4,591,851,7,596,602,869,1000
919,359,452,979,677,980,980,1000,1000,189,431,908,349,785,915,793,1000
920,410,410,953,995,973,973,1000,1000,68,577,730,114,838,943,841,1000
921,494,504,952,962,978,978,1000,1000,53,507,729,103,833,839,982,997
922,457,467,837,993,977,977,1000,1000,343,488,879,576,905,919,993,983
923,599,644,763,984,974,974,1000,1000,145,584,777,229,440,688,450,963
924,363,499,990,556,974,974,1000,1000,20,546,790,39,919,919,994,1000
925,498,708,988,648,978,978,1000,1000,247,532,738,395,842,845,974,1000
926,468,521,668,1000,977,977,1000,1000,513,540,768,955,756,760,953,1000
927,7,779,934,8,980,980,1000,1000,441,528,854,733,884,885,992,1000
928,451,451,979,1000,973,973,1000,1000,420,506,826,750,755,766,926,989
929,533,552,956,954,978,978,1000,1000,424,516,913,758,852,854,988,1000
930,547,576,773,1000,977,977,1000,1000,203,505,794,297,747,905,758,1000
931,408,836,887,528,977,977,1000,1000,133,591,854,235,888,893,980,1000
932,402,854,890,506,974,974,1000,1000,466,474,857,959,636,640,899,998
933,266,538,977,391,978,978,1000,1000,330,501,898,535,934,934,993,1000
934,533,540,897,999,977,977,1000,1000,394,544,708,676,615,615,929,1000
935,456,479,954,923,979,979,1000,1000,146,514,755,234,904,904,993,1000
936,614,709,979,831,973,973,1000,1000,121,601,821,224,689,692,933,1000
937,76,519,935,102,978,978,1000,1000,101,493,801,159,628,645,946,954
938,687,701,994,968,977,977,1000,1000,374,554,874,612,910,921,964,1000
939,101,547,898,113,974,974,1000,1000,509,555,780,882,711,746,827,999
940,827,832,976,997,974,974,1000,1000,368,443,894,738,852,949,854,1000
941,556,559,958,996,978,978,1000,1000,487,508,899,904,773,779,936,1000
942,467,473,838,988,977,977,1000,1000,548,570,792,985,701,715,945,971
943,2,776,991,2,979,979,1000,1000,208,557,899,350,934,934,993,1000
944,524,528,933,1000,973,973,1000,1000,477,496,810,929,923,935,963,1000
945,741,823,978,900,978,978,1000,1000,521,553,866,920,657,663,913,1000
946,459,459,981,999,978,978,1000,1000,8,572,822,22,753,784,851,1000
947,398,398,969,1000,974,974,1000,1000,359,445,848,699,878,878,996,1000
948,579,670,992,787,974,974,1000,1000,530,559,822,945,867,870,987,1000
949,398,444,902,830,978,978,1000,1000,448,461,856,934,655,662,892,1000
950,536,556,962,954,977,977,1000,1000,418,545,808,677,633,844,657,943
951,450,451,905,998,980,980,1000,1000,80,531,872,127,873,905,919,1000
952,519,619,834,825,973,973,1000,1000,183,414,888,363,935,935,993,1000
953,384,397,970,895,978,978,1000,1000,448,502,813,820,916,932,960,1000
954,172,675,977,197,978,978,1000,1000,399,514,911,727,923,923,993,1000
955,36,498,955,45,974,974,1000,1000,362,499,848,661,901,902,992,1000
956,505,524,933,938,974,974,1000,1000,490,557,872,834,928,941,963,1000
957,465,483,996,869,978,978,1000,1000,400,457,738,810,921,934,962,1000
958,284,628,839,404,977,977,1000,1000,9,565,894,27,630,670,770,1000
959,278,416,952,578,979,979,1000,1000,479,536,801,839,647,667,912,960
960,456,635,759,711,973,973,1000,1000,407,411,852,965,827,827,990,1000
961,501,501,991,1000,978,978,1000,1000,404,442,825,807,709,768,798,1000
962,460,467,837,994,979,979,1000,1000,468,490,786,947,881,886,978,1000
963,130,532,895,187,975,975,1000,1000,492,579,757,804,769,793,870,1000
964,497,501,955,985,974,974,1000,1000,20,563,805,37,533,821,616,776
965,581,641,764,937,978,978,1000,1000,198,539,870,296,469,709,478,994
966,431,468,979,854,977,977,1000,1000,332,478,791,605,648,649,949,1000
967,442,443,991,985,979,979,1000,1000,309,459,851,566,928,939,966,1000
968,598,620,833,1000,973,973,1000,1000,163,476,855,249,914,933,993,974
969,408,436,991,839,978,978,1000,1000,364,490,738,617,766,773,931,996
970,232,733,979,291,977,977,1000,1000,86,586,853,148,736,736,971,1000
971,203,460,879,372,974,974,1000,1000,454,463,906,956,825,833,979,988
972,706,813,986,873,974,974,1000,1000,529,562,756,970,740,741,957,1000
973,456,512,665,921,978,978,1000,1000,193,450,827,305,701,874,710,999
974,445,445,991,1000,977,977,1000,1000,25,603,781,48,831,837,961,1000
975,496,690,979,688,979,979,1000,1000,466,478,863,957,818,842,911,1000
976,495,495,990,1000,973,973,1000,1000,466,478,879,955,686,698,966,969
977,526,732,906,703,978,978,1000,1000,157,609,825,244,823,934,829,1000
978,505,524,931,954,977,977,1000,1000,4,543,864,10,885,885,997,1000
979,102,411,970,130,974,974,1000,1000,325,575,851,549,810,810,990,1000
980,596,641,756,1000,974,974,1000,1000,433,495,808,781,903,904,993,999
981,169,457,980,227,978,978,1000,1000,341,566,796,549,660,699,798,1000
982,554,557,955,991,978,978,1000,1000,439,479,738,866,918,918,997,1000
983,460,464,879,991,979,979,1000,1000,323,502,880,519,783,783,984,1000
984,533,587,707,1000,973,973,1000,1000,370,564,792,597,651,853,661,997
985,776,807,995,959,978,978,1000,1000,222,479,911,385,675,683,912,1000
986,454,542,899,791,977,977,1000,1000,341,476,822,622,686,730,817,1000
987,683,814,987,847,974,974,1000,1000,437,449,787,954,922,924,990,1000
988,133,583,938,153,974,974,1000,1000,473,589,728,787,902,920,949,1000
989,507,597,707,880,978,978,1000,1000,312,514,783,516,669,725,812,952
990,71,832,991,84,977,977,1000,1000,245,500,806,410,643,648,906,1000
991,662,662,988,1000,979,979,1000,1000,314,588,804,488,746,777,857,986
992,537,541,976,979,973,973,1000,1000,264,448,846,434,860,877,941,1000
993,536,843,936,657,978,978,1000,1000,363,495,826,597,888,902,958,1000
994,258,586,704,411,977,977,1000,1000,480,494,886,956,791,815,891,1000
995,775,819,988,948,974,974,1000,1000,74,485,811,123,768,771,966,1000
996,468,522,669,997,974,974,1000,1000,161,468,799,269,919,919,995,1000
997,789,793,995,994,978,978,1000,1000,342,505,813,547,690,691,937,1000
998,452,459,881,989,977,977,1000,1000,413,551,797,692,590,593,909,1000
999,6,794,988,8,979,979,1000,1000,13,606,805,36,731,791,818,1000
1000,431,459,995,808,974,974,1000,1000,79,492,815,130,804,923,809,1000
1001,605,688,959,852,978,978,1000,1000,374,490,870,654,852,852,993,1000
1002,468,468,990,1000,977,977,1000,1000,468,513,880,843,763,770,928,1000
1003,365,496,732,694,975,975,1000,1000,15,513,871,31,801,837,911,964
1004,577,631,757,957,974,974,1000,1000,187,537,896,320,771,772,968,1000
1005,459,461,882,1000,978,978,1000,1000,205,578,837,343,648,670,915,949
1006,535,589,706,1000,977,977,1000,1000,379,518,856,615,508,747,515,1000
1007,430,818,976,535,979,979,1000,1000,26,498,900,45,860,952,862,1000
1008,439,439,991,996,973,973,1000,1000,185,554,771,284,701,763,796,1000
1009,441,460,880,951,978,978,1000,1000,64,556,799,99,905,924,954,992
1010,680,847,978,811,978,978,1000,1000,294,546,732,480,708,721,885,1000
1011,820,833,936,1000,977,977,1000,1000,449,460,770,970,722,722,968,999
1012,820,822,991,1000,974,974,1000,1000,530,581,756,913,776,777,968,1000
1013,782,787,986,996,978,978,1000,1000,478,524,759,865,741,746,947,995
1014,590,625,835,948,978,978,1000,1000,150,530,880,220,784,792,973,981
1015,120,747,835,135,979,979,1000,1000,218,513,786,316,803,928,810,996
1016,758,855,938,902,973,973,1000,1000,465,478,881,936,708,747,824,1000
1017,92,490,992,97,978,978,1000,1000,378,459,850,720,933,935,993,998
1018,488,707,987,623,977,977,1000,1000,473,487,790,982,673,673,957,1000
1019,344,633,759,513,974,974,1000,1000,381,454,854,723,608,648,752,1000
1020,607,609,992,992,974,974,1000,1000,422,430,845,942,900,912,962,998
1021,784,784,994,1000,978,978,1000,1000,456,491,890,877,922,937,959,1000
1022,10,763,987,20,977,977,1000,1000,446,501,759,838,756,910,766,995
1023,345,448,905,691,979,979,1000,1000,472,577,757,801,800,802,974,1000
